origin,destination,weight,distance,carrier,season,weather_score,traffic_score,is_delayed,delay_days
Jaipur,Mumbai,101,800,DTDC,Winter,9,8,1,4
Ahmedabad,Jaipur,1853,800,DTDC,Winter,2,4,0,0
Hyderabad,Lucknow,194,800,FedEx,Monsoon,9,1,0,0
Ahmedabad,Delhi,4833,800,DTDC,Summer,6,8,1,4
Mumbai,Lucknow,1581,800,Delhivery,Winter,4,1,0,0
Mumbai,Jaipur,841,800,DTDC,Winter,2,3,0,0
Pune,Ahmedabad,4450,800,Delhivery,Autumn,10,7,1,4
Delhi,Chennai,2135,800,Delhivery,Autumn,3,3,1,2
Lucknow,Delhi,4272,800,BlueDart,Summer,5,8,1,3
Jaipur,Ahmedabad,273,800,DTDC,Summer,9,5,0,0
Ahmedabad,Kolkata,1296,800,BlueDart,Autumn,7,3,1,3
Hyderabad,Ahmedabad,1539,800,Delhivery,Autumn,3,5,1,3
Mumbai,Kolkata,1818,800,DTDC,Autumn,4,5,0,0
Mumbai,Bangalore,1887,800,DTDC,Monsoon,2,8,1,4
Delhi,Lucknow,1759,800,BlueDart,Winter,8,9,1,4
Hyderabad,Bangalore,1919,800,BlueDart,Summer,6,6,0,0
Hyderabad,Pune,2633,800,Delhivery,Summer,3,10,0,0
Delhi,Jaipur,1207,800,Delhivery,Monsoon,5,3,1,4
Mumbai,Bangalore,2488,800,DTDC,Autumn,5,2,1,3
Lucknow,Hyderabad,4873,800,DTDC,Winter,1,3,0,0
Kolkata,Jaipur,2520,800,DHL,Autumn,5,9,0,0
Kolkata,Pune,110,800,DHL,Summer,6,7,0,0
Delhi,Chennai,3097,800,FedEx,Monsoon,10,9,1,5
Hyderabad,Mumbai,1929,800,Delhivery,Winter,10,6,0,0
Jaipur,Hyderabad,2301,800,FedEx,Winter,2,8,0,0
Delhi,Jaipur,3330,800,FedEx,Winter,3,10,0,0
Lucknow,Hyderabad,114,800,BlueDart,Winter,10,9,1,4
Delhi,Hyderabad,703,800,BlueDart,Monsoon,5,3,1,3
Bangalore,Jaipur,3250,800,DHL,Summer,3,7,1,2
Ahmedabad,Delhi,3501,800,FedEx,Winter,5,9,1,3
Hyderabad,Mumbai,3402,800,DHL,Winter,5,2,0,0
Pune,Mumbai,4923,800,Delhivery,Summer,8,7,1,4
Pune,Chennai,2278,800,DTDC,Autumn,10,5,1,4
Hyderabad,Ahmedabad,3793,800,BlueDart,Winter,9,8,1,4
Lucknow,Jaipur,3522,800,Delhivery,Winter,8,4,0,0
Bangalore,Mumbai,899,800,Delhivery,Autumn,3,1,1,2
Bangalore,Mumbai,799,800,BlueDart,Summer,1,10,0,0
Mumbai,Hyderabad,4658,800,BlueDart,Summer,3,8,0,0
Ahmedabad,Kolkata,4949,800,FedEx,Winter,1,6,1,2
Kolkata,Hyderabad,668,800,DHL,Summer,9,8,1,4
Chennai,Ahmedabad,1028,800,Delhivery,Autumn,3,3,0,0
Lucknow,Pune,1963,800,FedEx,Monsoon,8,8,1,5
Chennai,Bangalore,1200,350,FedEx,Autumn,6,8,1,3
Chennai,Lucknow,3716,800,Delhivery,Autumn,3,1,0,0
Hyderabad,Mumbai,3667,800,Delhivery,Monsoon,9,4,1,5
Pune,Chennai,4856,800,DTDC,Autumn,8,7,1,4
Pune,Lucknow,2306,800,DHL,Winter,3,1,0,0
Kolkata,Jaipur,784,800,Delhivery,Winter,7,3,0,0
Hyderabad,Lucknow,2821,800,BlueDart,Summer,5,3,0,0
Chennai,Mumbai,1390,800,DTDC,Summer,2,6,0,0
Jaipur,Lucknow,3192,800,DHL,Autumn,8,5,0,0
Pune,Bangalore,4797,800,BlueDart,Winter,1,7,0,0
Lucknow,Jaipur,4824,800,BlueDart,Winter,4,3,0,0
Lucknow,Mumbai,4339,800,DHL,Monsoon,4,1,0,0
Mumbai,Delhi,3107,800,DTDC,Summer,10,3,1,4
Delhi,Lucknow,1414,800,BlueDart,Winter,5,8,0,0
Jaipur,Hyderabad,3811,800,FedEx,Autumn,4,5,0,0
Pune,Chennai,1379,800,DHL,Winter,1,3,0,0
Bangalore,Pune,2074,800,DHL,Summer,7,8,1,3
Pune,Kolkata,2302,800,Delhivery,Autumn,10,6,0,0
Mumbai,Pune,2775,800,DTDC,Summer,2,3,1,2
Lucknow,Pune,2827,800,FedEx,Winter,10,5,1,4
Chennai,Jaipur,726,800,FedEx,Winter,3,1,0,0
Bangalore,Mumbai,4050,800,Delhivery,Winter,5,6,0,0
Hyderabad,Jaipur,1721,800,BlueDart,Summer,8,9,0,0
Ahmedabad,Hyderabad,1235,800,BlueDart,Autumn,10,7,1,4
Chennai,Kolkata,18,1660,FedEx,Winter,8,8,1,4
Ahmedabad,Jaipur,607,800,DTDC,Winter,2,6,0,0
Jaipur,Bangalore,4128,800,BlueDart,Winter,9,5,1,3
Delhi,Kolkata,1618,1500,DHL,Monsoon,6,6,0,0
Bangalore,Ahmedabad,3041,800,Delhivery,Monsoon,9,7,1,5
Kolkata,Pune,3677,800,DTDC,Autumn,4,9,1,3
Bangalore,Kolkata,2256,1900,BlueDart,Summer,3,8,0,0
Pune,Chennai,3636,800,FedEx,Winter,5,5,1,3
Lucknow,Ahmedabad,4081,800,Delhivery,Winter,5,7,0,0
Pune,Hyderabad,2832,800,BlueDart,Summer,4,8,1,3
Pune,Jaipur,101,800,FedEx,Summer,7,1,1,2
Jaipur,Mumbai,860,800,BlueDart,Autumn,8,8,0,0
Chennai,Pune,1117,800,Delhivery,Summer,5,7,1,3
Kolkata,Pune,309,800,DHL,Winter,9,2,0,0
Kolkata,Pune,2353,800,DHL,Autumn,7,2,0,0
Pune,Ahmedabad,1487,800,FedEx,Monsoon,7,6,0,0
Ahmedabad,Jaipur,1092,800,DHL,Autumn,8,3,0,0
Jaipur,Lucknow,2966,800,Delhivery,Autumn,4,1,0,0
Pune,Lucknow,2928,800,FedEx,Autumn,10,8,1,4
Delhi,Bangalore,1375,800,BlueDart,Summer,6,7,0,0
Lucknow,Ahmedabad,2810,800,DTDC,Winter,5,4,0,0
Chennai,Pune,3546,800,BlueDart,Summer,1,1,0,0
Hyderabad,Chennai,3961,800,Delhivery,Winter,9,2,1,3
Delhi,Lucknow,2119,800,FedEx,Summer,2,9,1,3
Ahmedabad,Jaipur,785,800,BlueDart,Autumn,6,4,1,3
Bangalore,Mumbai,1462,800,FedEx,Winter,8,3,1,3
Bangalore,Delhi,1691,800,DHL,Summer,3,8,1,3
Delhi,Bangalore,2313,800,DTDC,Autumn,5,4,0,0
Pune,Jaipur,1861,800,Delhivery,Monsoon,7,7,1,5
Hyderabad,Mumbai,1907,800,BlueDart,Summer,4,5,0,0
Mumbai,Kolkata,3428,800,DTDC,Summer,5,5,0,0
Mumbai,Hyderabad,3607,800,Delhivery,Monsoon,1,6,1,3
Ahmedabad,Lucknow,1337,800,Delhivery,Summer,4,4,1,3
Pune,Ahmedabad,624,800,DHL,Monsoon,7,2,1,4
Kolkata,Jaipur,254,800,FedEx,Winter,10,6,1,4
Kolkata,Lucknow,766,800,FedEx,Monsoon,7,5,0,0
Chennai,Pune,833,800,DTDC,Autumn,10,3,1,4
Hyderabad,Kolkata,2837,800,DHL,Monsoon,10,4,1,5
Hyderabad,Kolkata,3817,800,Delhivery,Winter,4,3,0,0
Bangalore,Ahmedabad,2789,800,DHL,Monsoon,6,3,0,0
Jaipur,Kolkata,1856,800,DHL,Monsoon,5,4,1,4
Ahmedabad,Lucknow,1250,800,DTDC,Winter,1,2,0,0
Mumbai,Chennai,4621,800,FedEx,Summer,8,4,0,0
Ahmedabad,Bangalore,483,800,DHL,Summer,7,10,1,4
Kolkata,Pune,4141,800,DHL,Autumn,5,2,0,0
Kolkata,Pune,3259,800,DHL,Autumn,10,10,1,4
Delhi,Ahmedabad,1802,800,BlueDart,Monsoon,10,8,1,5
Chennai,Bangalore,1744,350,DHL,Summer,7,10,1,3
Hyderabad,Pune,4935,800,DHL,Summer,10,5,1,4
Lucknow,Kolkata,3952,800,Delhivery,Monsoon,3,7,1,4
Ahmedabad,Pune,954,800,BlueDart,Winter,8,4,0,0
Kolkata,Delhi,1521,1500,DHL,Summer,5,10,0,0
Jaipur,Hyderabad,4091,800,DHL,Autumn,2,6,0,0
Bangalore,Jaipur,4536,800,DTDC,Monsoon,2,10,1,4
Mumbai,Delhi,868,800,DTDC,Winter,4,4,0,0
Chennai,Kolkata,3570,1660,BlueDart,Autumn,7,6,1,4
Jaipur,Mumbai,239,800,Delhivery,Summer,10,1,1,3
Chennai,Mumbai,2427,800,BlueDart,Winter,4,6,0,0
Delhi,Jaipur,187,800,BlueDart,Autumn,9,6,1,4
Lucknow,Ahmedabad,3938,800,DTDC,Monsoon,2,2,1,3
Kolkata,Mumbai,2625,800,DTDC,Winter,6,10,0,0
Bangalore,Delhi,1623,800,Delhivery,Winter,4,10,1,3
Jaipur,Chennai,2850,800,DHL,Monsoon,6,9,1,4
Chennai,Mumbai,2957,800,Delhivery,Summer,10,6,1,4
Hyderabad,Bangalore,1784,800,DHL,Summer,9,7,0,0
Delhi,Jaipur,3881,800,FedEx,Winter,10,2,0,0
Hyderabad,Jaipur,91,800,DTDC,Winter,9,2,0,0
Bangalore,Jaipur,855,800,FedEx,Winter,9,2,1,3
Jaipur,Hyderabad,2819,800,FedEx,Autumn,9,10,0,0
Delhi,Ahmedabad,1226,800,DTDC,Winter,3,9,1,3
Jaipur,Kolkata,4723,800,FedEx,Summer,9,3,0,0
Kolkata,Lucknow,3270,800,BlueDart,Monsoon,3,4,0,0
Pune,Chennai,3155,800,DHL,Monsoon,10,1,1,4
Delhi,Pune,2273,800,Delhivery,Monsoon,3,1,0,0
Hyderabad,Mumbai,2347,800,DTDC,Winter,5,4,0,0
Bangalore,Lucknow,454,800,BlueDart,Winter,6,2,1,2
Lucknow,Ahmedabad,932,800,Delhivery,Monsoon,9,8,1,5
Kolkata,Lucknow,4298,800,Delhivery,Autumn,1,4,0,0
Pune,Ahmedabad,4394,800,Delhivery,Autumn,8,3,0,0
Lucknow,Delhi,2640,800,FedEx,Autumn,4,3,0,0
Mumbai,Ahmedabad,1177,800,FedEx,Autumn,10,6,0,0
Kolkata,Chennai,3973,1660,FedEx,Summer,7,6,0,0
Bangalore,Chennai,3451,350,FedEx,Monsoon,6,6,0,0
Chennai,Delhi,3522,800,BlueDart,Summer,6,6,1,3
Delhi,Ahmedabad,905,800,FedEx,Winter,7,8,1,3
Jaipur,Pune,3732,800,DTDC,Autumn,4,8,0,0
Bangalore,Ahmedabad,2070,800,Delhivery,Autumn,6,9,0,0
Delhi,Lucknow,3044,800,BlueDart,Monsoon,3,1,1,3
Lucknow,Kolkata,2397,800,FedEx,Autumn,5,10,0,0
Jaipur,Delhi,1907,800,Delhivery,Monsoon,2,8,0,0
Ahmedabad,Jaipur,1809,800,BlueDart,Winter,3,5,0,0
Hyderabad,Lucknow,4417,800,Delhivery,Autumn,9,3,0,0
Mumbai,Kolkata,2790,800,BlueDart,Autumn,6,10,0,0
Kolkata,Ahmedabad,1137,800,DHL,Summer,3,3,0,0
Bangalore,Jaipur,348,800,BlueDart,Monsoon,2,6,0,0
Mumbai,Lucknow,4464,800,FedEx,Monsoon,5,8,1,4
Chennai,Hyderabad,1182,800,Delhivery,Autumn,10,10,1,5
Delhi,Ahmedabad,2818,800,Delhivery,Summer,5,2,1,3
Delhi,Kolkata,4873,1500,Delhivery,Autumn,1,9,1,3
Bangalore,Hyderabad,3039,800,DTDC,Monsoon,3,5,0,0
Pune,Ahmedabad,2099,800,DTDC,Monsoon,7,5,0,0
Pune,Lucknow,4307,800,FedEx,Autumn,9,1,0,0
Ahmedabad,Hyderabad,3027,800,DHL,Winter,5,6,0,0
Hyderabad,Ahmedabad,4569,800,DTDC,Autumn,4,5,1,3
Jaipur,Pune,458,800,BlueDart,Summer,3,7,0,0
Chennai,Kolkata,4903,1660,FedEx,Monsoon,10,7,1,6
Mumbai,Chennai,803,800,DHL,Monsoon,9,4,1,4
Pune,Ahmedabad,446,800,BlueDart,Autumn,7,5,0,0
Ahmedabad,Kolkata,4636,800,Delhivery,Winter,7,10,1,4
Ahmedabad,Delhi,4670,800,DTDC,Monsoon,8,8,1,5
Bangalore,Delhi,1630,800,BlueDart,Autumn,10,2,1,3
Chennai,Ahmedabad,3511,800,DHL,Winter,1,1,0,0
Lucknow,Pune,2929,800,FedEx,Autumn,4,6,0,0
Jaipur,Mumbai,4318,800,BlueDart,Autumn,5,4,0,0
Hyderabad,Ahmedabad,958,800,FedEx,Autumn,5,10,0,0
Kolkata,Delhi,3954,1500,Delhivery,Monsoon,1,3,1,3
Bangalore,Delhi,1137,800,DHL,Winter,3,7,1,2
Jaipur,Ahmedabad,201,800,DHL,Summer,2,8,1,2
Kolkata,Mumbai,4022,800,DTDC,Summer,7,4,1,3
Kolkata,Ahmedabad,3770,800,DHL,Monsoon,5,10,0,0
Chennai,Pune,3740,800,BlueDart,Monsoon,3,6,0,0
Chennai,Jaipur,1413,800,BlueDart,Autumn,8,2,1,3
Mumbai,Pune,2000,800,BlueDart,Autumn,1,8,1,2
Ahmedabad,Hyderabad,1114,800,Delhivery,Winter,1,6,0,0
Jaipur,Lucknow,4810,800,DHL,Autumn,6,9,0,0
Bangalore,Chennai,558,350,DHL,Winter,1,6,0,0
Delhi,Ahmedabad,3458,800,BlueDart,Autumn,4,6,1,3
Bangalore,Kolkata,1871,1900,DTDC,Autumn,6,2,0,0
Mumbai,Bangalore,4259,800,DTDC,Summer,1,5,0,0
Hyderabad,Mumbai,580,800,DHL,Monsoon,9,9,0,0
Ahmedabad,Mumbai,1794,800,DHL,Winter,4,1,1,2
Delhi,Chennai,2297,800,FedEx,Summer,9,4,1,3
Pune,Chennai,2431,800,DHL,Autumn,9,10,0,0
Hyderabad,Delhi,3982,800,BlueDart,Summer,6,10,1,4
Chennai,Mumbai,814,800,Delhivery,Winter,7,3,0,0
Kolkata,Chennai,808,1660,DHL,Monsoon,1,1,1,3
Pune,Ahmedabad,3285,800,DHL,Summer,5,1,1,2
Bangalore,Ahmedabad,620,800,BlueDart,Winter,3,1,0,0
Bangalore,Ahmedabad,1816,800,FedEx,Autumn,10,1,1,3
Chennai,Lucknow,4248,800,DHL,Summer,10,2,1,3
Mumbai,Bangalore,3270,800,DTDC,Monsoon,6,5,1,4
Jaipur,Chennai,4377,800,DTDC,Winter,4,2,0,0
Pune,Kolkata,3381,800,DTDC,Monsoon,9,4,1,5
Pune,Mumbai,2483,800,Delhivery,Autumn,7,9,0,0
Lucknow,Pune,2103,800,Delhivery,Monsoon,4,3,0,0
Hyderabad,Jaipur,2152,800,DHL,Autumn,6,2,0,0
Ahmedabad,Hyderabad,4011,800,DHL,Autumn,2,4,0,0
Hyderabad,Kolkata,3090,800,DHL,Summer,3,9,0,0
Jaipur,Pune,4564,800,Delhivery,Autumn,7,4,1,3
Bangalore,Chennai,1442,350,DHL,Monsoon,4,5,0,0
Bangalore,Chennai,2527,350,BlueDart,Summer,10,4,0,0
Bangalore,Delhi,2867,800,FedEx,Autumn,7,8,0,0
Lucknow,Kolkata,515,800,DTDC,Winter,9,4,1,4
Bangalore,Chennai,1106,350,DTDC,Winter,5,2,0,0
Jaipur,Bangalore,4189,800,BlueDart,Autumn,1,4,0,0
Chennai,Ahmedabad,4164,800,DHL,Summer,5,2,0,0
Ahmedabad,Jaipur,1054,800,Delhivery,Summer,6,9,0,0
Jaipur,Delhi,2214,800,DHL,Summer,2,8,0,0
Ahmedabad,Chennai,3912,800,DHL,Monsoon,8,9,1,5
Jaipur,Ahmedabad,1362,800,DTDC,Winter,2,4,0,0
Bangalore,Mumbai,1606,800,DTDC,Autumn,9,1,0,0
Chennai,Mumbai,585,800,Delhivery,Autumn,2,3,0,0
Pune,Ahmedabad,689,800,DTDC,Winter,3,7,0,0
Hyderabad,Pune,4308,800,DHL,Monsoon,8,1,1,4
Kolkata,Mumbai,3722,800,BlueDart,Summer,6,8,1,3
Chennai,Mumbai,3838,800,Delhivery,Winter,1,9,1,3
Pune,Chennai,1139,800,BlueDart,Autumn,4,8,1,3
Mumbai,Hyderabad,3914,800,DHL,Monsoon,5,5,0,0
Jaipur,Kolkata,3203,800,Delhivery,Autumn,3,9,1,3
Mumbai,Kolkata,327,800,BlueDart,Summer,1,4,0,0
Pune,Jaipur,3706,800,Delhivery,Winter,3,9,0,0
Chennai,Pune,4511,800,DHL,Summer,9,1,1,3
Jaipur,Lucknow,3006,800,Delhivery,Monsoon,2,3,1,3
Kolkata,Pune,3604,800,DHL,Winter,1,4,0,0
Bangalore,Mumbai,3219,800,Delhivery,Summer,7,10,1,4
Jaipur,Ahmedabad,2552,800,Delhivery,Summer,7,1,0,0
Jaipur,Mumbai,688,800,DTDC,Summer,5,6,0,0
Chennai,Pune,1899,800,DHL,Monsoon,2,4,0,0
Chennai,Jaipur,1653,800,FedEx,Summer,1,4,1,2
Pune,Lucknow,844,800,Delhivery,Autumn,5,1,1,2
Delhi,Chennai,2251,800,BlueDart,Winter,10,5,0,0
Jaipur,Chennai,2365,800,DTDC,Winter,4,9,1,3
Hyderabad,Chennai,1678,800,DTDC,Summer,9,6,1,4
Jaipur,Lucknow,2563,800,Delhivery,Monsoon,5,8,1,4
Pune,Ahmedabad,290,800,FedEx,Autumn,10,4,0,0
Ahmedabad,Bangalore,2772,800,DTDC,Autumn,2,9,0,0
Mumbai,Hyderabad,4713,800,DHL,Winter,4,7,0,0
Bangalore,Pune,4588,800,Delhivery,Winter,9,7,0,0
Delhi,Jaipur,1256,800,Delhivery,Autumn,8,8,1,4
Kolkata,Mumbai,1782,800,FedEx,Winter,3,2,0,0
Kolkata,Delhi,2174,1500,DHL,Summer,8,6,1,4
Kolkata,Pune,201,800,DHL,Autumn,2,7,0,0
Chennai,Delhi,2845,800,FedEx,Winter,3,3,0,0
Kolkata,Pune,2675,800,BlueDart,Summer,5,8,0,0
Bangalore,Lucknow,2573,800,DHL,Summer,10,1,0,0
Mumbai,Bangalore,316,800,BlueDart,Autumn,10,1,0,0
Kolkata,Pune,541,800,BlueDart,Summer,8,10,0,0
Jaipur,Chennai,4227,800,Delhivery,Autumn,1,3,0,0
Jaipur,Delhi,2706,800,Delhivery,Summer,4,6,0,0
Chennai,Pune,4697,800,DTDC,Autumn,1,7,0,0
Bangalore,Hyderabad,68,800,Delhivery,Autumn,1,2,0,0
Mumbai,Delhi,1583,800,DHL,Autumn,5,6,0,0
Delhi,Hyderabad,1150,800,DHL,Autumn,6,5,1,3
Pune,Bangalore,1820,800,BlueDart,Summer,1,6,1,2
Mumbai,Pune,3208,800,DHL,Autumn,6,1,1,2
Pune,Hyderabad,3486,800,Delhivery,Winter,5,10,1,4
Ahmedabad,Jaipur,4504,800,Delhivery,Summer,4,7,0,0
Pune,Kolkata,2572,800,Delhivery,Autumn,10,8,1,4
Hyderabad,Delhi,2862,800,FedEx,Summer,5,7,0,0
Jaipur,Lucknow,951,800,DHL,Summer,8,9,0,0
Bangalore,Jaipur,4633,800,DTDC,Summer,9,1,1,3
Lucknow,Hyderabad,1784,800,DHL,Summer,2,10,0,0
Chennai,Pune,1431,800,DHL,Autumn,6,9,1,3
Hyderabad,Lucknow,445,800,FedEx,Summer,3,3,0,0
Pune,Ahmedabad,849,800,DHL,Winter,2,2,0,0
Kolkata,Bangalore,4011,1900,BlueDart,Summer,1,6,0,0
Bangalore,Ahmedabad,4465,800,Delhivery,Summer,4,5,0,0
Hyderabad,Pune,4969,800,Delhivery,Winter,8,4,1,3
Chennai,Delhi,2691,800,FedEx,Autumn,3,4,0,0
Jaipur,Bangalore,1660,800,Delhivery,Winter,5,8,1,3
Bangalore,Kolkata,1255,1900,BlueDart,Monsoon,10,10,1,6
Chennai,Ahmedabad,2271,800,FedEx,Winter,5,3,0,0
Ahmedabad,Mumbai,925,800,DTDC,Autumn,5,1,0,0
Ahmedabad,Lucknow,2649,800,Delhivery,Winter,9,5,0,0
Chennai,Hyderabad,3899,800,DHL,Summer,8,8,0,0
Hyderabad,Pune,4491,800,BlueDart,Autumn,8,3,0,0
Bangalore,Lucknow,1336,800,BlueDart,Monsoon,1,2,1,2
Hyderabad,Lucknow,3368,800,Delhivery,Autumn,1,1,0,0
Delhi,Mumbai,1595,800,DTDC,Summer,2,4,0,0
Pune,Mumbai,3378,800,DHL,Monsoon,8,2,1,4
Delhi,Chennai,398,800,DTDC,Autumn,10,8,1,4
Ahmedabad,Hyderabad,2801,800,DTDC,Autumn,1,10,0,0
Jaipur,Delhi,3342,800,Delhivery,Summer,4,9,0,0
Mumbai,Delhi,713,800,DHL,Winter,9,10,0,0
Pune,Mumbai,2830,800,Delhivery,Winter,2,1,0,0
Ahmedabad,Kolkata,4969,800,Delhivery,Monsoon,3,2,0,0
Hyderabad,Chennai,1069,800,BlueDart,Summer,6,6,0,0
Hyderabad,Mumbai,4184,800,Delhivery,Summer,10,10,1,5
Hyderabad,Chennai,1308,800,FedEx,Winter,3,7,0,0
Jaipur,Bangalore,1311,800,DHL,Winter,4,2,1,2
Delhi,Bangalore,683,800,BlueDart,Monsoon,9,8,0,0
Mumbai,Lucknow,2369,800,DHL,Winter,9,10,1,4
Hyderabad,Mumbai,4309,800,BlueDart,Monsoon,10,9,1,5
Lucknow,Ahmedabad,4122,800,FedEx,Autumn,5,8,1,3
Pune,Chennai,4581,800,Delhivery,Monsoon,7,9,1,5
Bangalore,Hyderabad,3592,800,BlueDart,Monsoon,9,6,1,5
Lucknow,Kolkata,1026,800,BlueDart,Monsoon,8,7,1,5
Mumbai,Delhi,219,800,BlueDart,Autumn,7,6,0,0
Jaipur,Hyderabad,508,800,FedEx,Winter,8,7,0,0
Mumbai,Lucknow,438,800,DHL,Monsoon,5,3,0,0
Bangalore,Delhi,3649,800,FedEx,Winter,5,4,0,0
Pune,Ahmedabad,3161,800,BlueDart,Monsoon,5,9,0,0
Bangalore,Ahmedabad,2115,800,BlueDart,Winter,1,3,0,0
Chennai,Hyderabad,1563,800,Delhivery,Monsoon,6,2,0,0
Pune,Chennai,3216,800,FedEx,Winter,5,7,0,0
Mumbai,Kolkata,2579,800,FedEx,Summer,8,6,0,0
Hyderabad,Ahmedabad,2638,800,DTDC,Autumn,8,3,1,3
Mumbai,Kolkata,1886,800,DHL,Monsoon,2,6,1,3
Mumbai,Hyderabad,1077,800,DTDC,Autumn,6,7,0,0
Pune,Hyderabad,1516,800,DTDC,Monsoon,10,6,1,5
Chennai,Hyderabad,3023,800,DHL,Summer,10,1,0,0
Mumbai,Pune,1677,800,Delhivery,Summer,6,1,1,3
Lucknow,Jaipur,4598,800,Delhivery,Autumn,3,9,0,0
Ahmedabad,Pune,4710,800,DHL,Monsoon,1,6,0,0
Kolkata,Pune,4076,800,DHL,Winter,7,2,1,3
Kolkata,Chennai,957,1660,FedEx,Monsoon,10,1,1,5
Mumbai,Delhi,4399,800,FedEx,Winter,5,2,1,2
Lucknow,Pune,1181,800,FedEx,Autumn,10,8,0,0
Hyderabad,Chennai,181,800,FedEx,Autumn,5,5,0,0
Jaipur,Mumbai,4636,800,BlueDart,Summer,8,7,1,4
Jaipur,Kolkata,1153,800,BlueDart,Winter,5,7,1,3
Pune,Jaipur,1869,800,Delhivery,Monsoon,5,2,1,4
Kolkata,Chennai,2198,1660,BlueDart,Summer,1,4,1,2
Mumbai,Jaipur,2503,800,BlueDart,Autumn,2,2,0,0
Jaipur,Pune,3587,800,FedEx,Summer,5,7,1,3
Mumbai,Chennai,198,800,FedEx,Monsoon,7,5,0,0
Pune,Lucknow,4086,800,DHL,Monsoon,3,1,1,3
Kolkata,Bangalore,167,1900,FedEx,Autumn,1,2,0,0
Bangalore,Mumbai,2727,800,DHL,Summer,2,6,0,0
Ahmedabad,Delhi,1980,800,DHL,Winter,3,4,0,0
Ahmedabad,Hyderabad,255,800,BlueDart,Winter,9,7,0,0
Jaipur,Delhi,2913,800,FedEx,Winter,8,2,0,0
Ahmedabad,Hyderabad,2805,800,BlueDart,Monsoon,4,2,1,3
Bangalore,Mumbai,3834,800,FedEx,Summer,8,6,1,3
Mumbai,Delhi,2387,800,BlueDart,Winter,9,8,1,4
Pune,Kolkata,859,800,BlueDart,Summer,3,1,0,0
Bangalore,Lucknow,1820,800,BlueDart,Autumn,6,5,1,3
Pune,Jaipur,3996,800,Delhivery,Winter,8,1,1,3
Pune,Bangalore,2136,800,BlueDart,Summer,10,6,1,4
Kolkata,Bangalore,4274,1900,DTDC,Monsoon,7,7,1,5
Mumbai,Delhi,3040,800,DTDC,Autumn,9,6,0,0
Lucknow,Bangalore,2317,800,DTDC,Autumn,7,9,1,4
Ahmedabad,Mumbai,3086,800,DHL,Autumn,1,3,0,0
Lucknow,Pune,2354,800,BlueDart,Autumn,9,8,0,0
Kolkata,Mumbai,629,800,DTDC,Monsoon,5,3,1,4
Pune,Kolkata,2912,800,DHL,Monsoon,6,7,0,0
Jaipur,Lucknow,2417,800,DTDC,Winter,2,5,0,0
Ahmedabad,Pune,4462,800,FedEx,Monsoon,2,1,0,0
Ahmedabad,Chennai,3014,800,Delhivery,Monsoon,4,4,1,4
Mumbai,Lucknow,3924,800,BlueDart,Autumn,4,9,0,0
Chennai,Lucknow,2496,800,Delhivery,Monsoon,5,8,0,0
Delhi,Bangalore,3412,800,Delhivery,Autumn,7,3,1,3
Delhi,Ahmedabad,3606,800,FedEx,Summer,1,2,0,0
Delhi,Kolkata,1687,1500,FedEx,Summer,10,9,1,5
Chennai,Jaipur,4049,800,FedEx,Summer,4,1,0,0
Mumbai,Pune,1314,800,DHL,Summer,9,9,1,4
Chennai,Pune,4103,800,DTDC,Summer,8,7,1,4
Delhi,Lucknow,1973,800,BlueDart,Summer,3,2,0,0
Kolkata,Hyderabad,3317,800,FedEx,Summer,6,5,0,0
Bangalore,Ahmedabad,1371,800,BlueDart,Autumn,9,2,1,3
Pune,Mumbai,4304,800,BlueDart,Autumn,8,5,0,0
Chennai,Ahmedabad,1797,800,BlueDart,Autumn,7,7,1,3
Mumbai,Bangalore,1083,800,FedEx,Autumn,7,5,0,0
Mumbai,Ahmedabad,1175,800,FedEx,Monsoon,1,2,0,0
Lucknow,Jaipur,3609,800,DTDC,Monsoon,5,5,1,4
Bangalore,Jaipur,2727,800,FedEx,Winter,7,10,1,4
Jaipur,Lucknow,3163,800,FedEx,Monsoon,2,6,1,3
Ahmedabad,Jaipur,4136,800,BlueDart,Autumn,6,5,0,0
Delhi,Chennai,3065,800,DTDC,Autumn,2,2,0,0
Jaipur,Pune,669,800,Delhivery,Summer,3,6,0,0
Lucknow,Hyderabad,4652,800,FedEx,Summer,1,6,1,2
Delhi,Ahmedabad,2592,800,FedEx,Winter,3,2,0,0
Bangalore,Ahmedabad,1139,800,Delhivery,Monsoon,7,4,0,0
Lucknow,Bangalore,2284,800,BlueDart,Autumn,5,7,1,3
Delhi,Mumbai,4476,800,DTDC,Monsoon,4,1,1,3
Bangalore,Kolkata,1478,1900,BlueDart,Winter,8,1,1,3
Hyderabad,Ahmedabad,2112,800,DHL,Summer,8,6,1,3
Jaipur,Delhi,3276,800,FedEx,Autumn,1,7,0,0
Jaipur,Ahmedabad,2481,800,DHL,Summer,9,5,0,0
Ahmedabad,Pune,1161,800,FedEx,Autumn,9,10,1,4
Bangalore,Kolkata,102,1900,DHL,Summer,2,8,0,0
Chennai,Kolkata,2576,1660,Delhivery,Summer,2,4,0,0
Hyderabad,Mumbai,1291,800,FedEx,Winter,8,3,0,0
Kolkata,Delhi,2910,1500,FedEx,Monsoon,6,7,1,5
Delhi,Lucknow,2809,800,DHL,Summer,3,4,1,2
Hyderabad,Jaipur,3187,800,DTDC,Autumn,2,1,0,0
Bangalore,Jaipur,4521,800,DHL,Monsoon,5,8,1,4
